Distrito Federal,Distrito Local,Municipio,Sección,Tipo Sección,Padrón Electoral,Listado Nominal,Casilla,Tipo Casilla,"Casilla
con urna electrónic",Domicilio,Localidad y Manzana,Ubicación,Referencia,Tipo Domicilio,postal_code,Distrito Federal_,Distrito Local_,Municipio_
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1125,NO URBANA,674,673,NO URBANA,C4,NO,"CALLE HIDALGO, SIN NÚMERO, DELEGACIÓN LA PILA, CÓDIGO POSTAL 78422, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",76) LA PILA 0010,ESCUELA PRIMARIA VICENTE GUERRERO,ESQUINA CON CALLE SANTA MARÍA,ESCUELA,78422,6,6,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1126,URBANA,526,525,URBANA,B1,NO,"CALLE CENTENARIO, NÚMERO 170, DELEGACIÓN LA PILA, CÓDIGO POSTAL 78422, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",76) LA PILA 0015,COCHERA PARTICULAR,ESQUINA CON CALLE VICENTE GUERRERO,PARTICUL AR,78422,6,6,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1126,URBANA,525,525,URBANA,C1,NO,"CALLE CENTENARIO, NÚMERO 425, DELEGACIÓN LA PILA, CÓDIGO POSTAL 78422, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",76) LA PILA 0014,ESTACIONAMIENTO PARTICULAR,ENTRE LAS CALLES VICENTE GUERRERO E INDEPENDENCIA,PARTICUL AR,78422,6,6,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1126,URBANA,525,525,URBANA,C2,NO,"CALLE CENTENARIO, NÚMERO 445, DELEGACIÓN LA PILA, CÓDIGO POSTAL 78422, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",76) LA PILA 0014,ESTACIONAMIENTO PARTICULAR,ENTRE LAS CALLES VICENTE GUERRERO E INDEPENDENCIA,PARTICUL AR,78422,6,6,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1127,NO URBANA,445,444,NO URBANA,B1,NO,"CALLE INDEPENDENCIA, SIN NÚMERO, LOCALIDAD JARALITO, CÓDIGO POSTAL 78404, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",43) EL JARALITO 0037,ESCUELA PRIMARIA RAMÓN LÓPEZ VELARDE,ESQUINA CON CALLE HIDALGO,ESCUELA,78404,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1127,NO URBANA,444,444,NO URBANA,C1,NO,"CALLE INDEPENDENCIA, SIN NÚMERO, LOCALIDAD JARALITO, CÓDIGO POSTAL 78404, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",43) EL JARALITO 0037,ESCUELA PRIMARIA RAMÓN LÓPEZ VELARDE,ESQUINA CON CALLE HIDALGO,ESCUELA,78404,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1796,URBANA,390,389,URBANA,B1,NO,"AVENIDA ESTRELLA, SIN NÚMERO, FRACCIONAMIENTO VALLE DE DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0002,CENTRO DEPORTIVO INTEGRAL TOPACIO,ENTRE LAS CALLES NO ME OLVIDES Y CAPUCHINA,OFICINA PÚBLICA,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1796,URBANA,389,389,URBANA,C1,NO,"AVENIDA ESTRELLA, SIN NÚMERO, FRACCIONAMIENTO VALLE DE DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0002,CENTRO DEPORTIVO INTEGRAL TOPACIO,ENTRE LAS CALLES NO ME OLVIDES Y CAPUCHINA,OFICINA PÚBLICA,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1797,URBANA,410,410,URBANA,B1,NO,"AVENIDA OBSERVATORIO, NÚMERO 486,
FRACCIONAMIENTO DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0007,AUTOLAVADO,ESQUINA CON CALLE CANOPE,PARTICUL AR,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1797,URBANA,410,409,URBANA,C1,NO,"CALLE CANOPE, SIN NÚMERO, FRACCIONAMIENTO DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0007,AUTOLAVADO,ESQUINA CON AVENIDA OBSERVATORIO NÚMERO 486,PARTICUL AR,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1798,URBANA,499,499,URBANA,B1,NO,"CALLE AZAHARES, NÚMERO 208, COLONIA JARDINES DEL SUR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0006,ESTACIONAMIENTO PARTICULAR,ENTRE LAS CALLES CAPUCHINA Y NO ME OLVIDES,PARTICUL AR,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1798,URBANA,499,498,URBANA,C1,NO,"CALLE NO ME OLVIDES, NÚMERO 1656, COLONIA
JARDINES DEL SUR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0006,ESTACIONAMIENTO PARTICULAR,ESQUINA CON CALLE AZHARES,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1799,URBANA,599,598,URBANA,B1,NO,"CALLE CANOPE, SIN NÚMERO, FRACCIONAMIENTO DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0010,ESCUELA PRIMARIA MATUTINA LUCIO SANDOVAL RIVERA,ENTRE CALLE RIGEL Y CALLE ALTAÍR,ESCUELA,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1799,URBANA,598,598,URBANA,C1,NO,"CALLE CANOPE, SIN NÚMERO, FRACCIONAMIENTO DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0010,ESCUELA PRIMARIA MATUTINA LUCIO SANDOVAL RIVERA,ENTRE CALLE RIGEL Y CALLE ALTAÍR,ESCUELA,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1800,URBANA,440,440,URBANA,C1,NO,"CALLE NARDO, SIN NÚMERO, COLONIA DALIAS DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78397, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0003,ESTACIONAMIENTO PARTICULAR,ESQUINA CON CALLE CAPUCHINA NÚMERO 341,PARTICUL AR,78397,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1801,URBANA,734,733,URBANA,B1,NO,"CALLE GARDENIAS, NÚMERO 425, COLONIA JARDINES DEL SUR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0005,JARDÍN DE NIÑOS LUIS DONALDO COLOSIO,ENTRE LAS CALLES CAPUCHINA Y NO ME OLVIDES,ESCUELA,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1801,URBANA,734,733,URBANA,C1,NO,"CALLE GARDENIAS, NÚMERO 425, COLONIA JARDINES DEL SUR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0005,JARDÍN DE NIÑOS LUIS DONALDO COLOSIO,ENTRE LAS CALLES CAPUCHINA Y NO ME OLVIDES,ESCUELA,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1802,URBANA,663,663,URBANA,B1,NO,"CALLE GARDENIA, NÚMERO 520, FRACCIONAMIENTO DALIAS DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0009,ESCUELA PRIMARIA JESÚS SILVA HERZOG,ENTRE LAS CALLES ACANTO Y CAMELIAS PONIENTE,ESCUELA,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1803,URBANA,519,518,URBANA,B1,NO,"CALLE BETELGEUZE, NÚMERO 200, FRACCIONAMIENTO DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0018,SALÓN DE EVENTOS INFANTILES MI RANCHITO,ENTRE LAS CALLES CISNE Y CROTOS,PARTICUL AR,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1803,URBANA,519,518,URBANA,C1,NO,"CALLE BETELGEUZE, NÚMERO 126, FRACCIONAMIENTO DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0018,ESTACIONAMIENTO PARTICULAR,ESQUINA CON CALLE CABRA,PARTICUL AR,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1803,URBANA,518,518,URBANA,C2,NO,"CALLE BETELGEUZE, SIN NÚMERO, FRACCIONAMIENTO DEL LLANO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78377, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0018,ESTACIONAMIENTO PARTICULAR,ESQUINA CON CALLE CROTOS NÚMERO 264,PARTICUL AR,78377,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1804,URBANA,443,442,URBANA,B1,NO,"CALLE HATITA, NÚMERO 820, FRACCIONAMIENTO INDUSTRIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78395, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0009,SALÓN DE USOS MÚLTIPLES DEL CENTRO DEPORTIVO INTEGRAL GEMA,ESQUINA CALLE GEMA,OFICINA PÚBLICA,78395,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1804,URBANA,443,442,URBANA,C1,NO,"CALLE HATITA, NÚMERO 820, FRACCIONAMIENTO INDUSTRIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78395, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0009,SALÓN DE USOS MÚLTIPLES DEL CENTRO DEPORTIVO INTEGRAL GEMA,ESQUINA CALLE GEMA,OFICINA PÚBLICA,78395,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1805,URBANA,648,648,URBANA,B1,NO,"CALLE TULIAS, NÚMERO 140, FRACCIONAMIENTO VALLE DE DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0006,ESTACIONAMIENTO PARTICULAR,ENTRE LAS CALLES ENEBROS Y ROMEROS,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1805,URBANA,648,647,URBANA,C1,NO,"CALLE TULIAS, NÚMERO 144, FRACCIONAMIENTO VALLE DE DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0006,ESTACIONAMIENTO PARTICULAR,ENTRE LAS CALLES ROMEROS Y ENEBROS,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1806,URBANA,498,498,URBANA,B1,NO,"AVENIDA OBSERVATORIO PONIENTE, NÚMERO 177,
FRACCIONAMIENTO VALLE DE DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0012,ESTACIONAMIENTO PARTICULAR,ENTRE LAS CALLES TONANZINTLA Y CABRA,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1806,URBANA,497,497,URBANA,C1,NO,"AVENIDA OBSERVATORIO, NÚMERO 185,
FRACCIONAMIENTO VALLE DE DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0012,ESTACIONAMIENTO PARTICULAR,ENTRE LAS CALLES TONANZINTLA Y CABRA,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1807,URBANA,718,716,URBANA,B1,NO,"ANTIGUO CAMINO A SIMÓN DÍAZ, NÚMERO 4570, FRACCIONAMIENTO DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78395, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0009,CENTRO DE DESARROLLO COMUNITARIO SIMÓN DÍAZ,ENTRE LAS CALLES ACANTO Y SEGUNDA PRIVADA DE DALIAS,OFICINA PÚBLICA,78395,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1807,URBANA,717,716,URBANA,C1,NO,"ANTIGUO CAMINO A SIMÓN DÍAZ, NÚMERO 4570,
FRACCIONAMIENTO DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78395, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0009,CENTRO DE DESARROLLO COMUNITARIO SIMÓN DÍAZ,ENTRE LAS CALLES ACANTO Y SEGUNDA PRIVADA DE DALIAS,OFICINA PÚBLICA,78395,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1808,URBANA,589,589,URBANA,B1,NO,"CALLE VALERIANA, SIN NÚMERO, FRACCIONAMIENTO VALLE DE DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0002,ESCUELA PRIMARIA OFICIAL JOSÉ TORIBIO SÁNCHEZ TORRES,ENTRE LAS CALLES DALIAS Y PAPIROS,ESCUELA,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1808,URBANA,589,588,URBANA,C1,NO,"CALLE VALERIANA, SIN NÚMERO, FRACCIONAMIENTO VALLE DE DALIAS, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0002,ESCUELA PRIMARIA OFICIAL JOSÉ TORIBIO SÁNCHEZ TORRES,ENTRE LAS CALLES DALIAS Y PAPIROS,ESCUELA,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1809,URBANA,389,389,URBANA,B1,NO,"CALLE TROJES DEL VALLE, NÚMERO 140,
FRACCIONAMIENTO TROJES DEL SUR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78398, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0006,ESCUELA SECUNDARIA TÉCNICA NÚMERO 84,ENTRE LAS CALLES TROJES DE LA ANGOSTURA Y PRECURSORES DE LA REVOLUCIÓN,ESCUELA,78398,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1810,URBANA,451,451,URBANA,B1,NO,"TROJES DE LA CUENCA, SIN NÚMERO,
FRACCIONAMIENTO SAN SALVADOR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0003,ESTACIONAMIENTO PARTICULAR,ESQUINA CON CALLE TROJES DEL DESIERTO NÚMERO 162,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1811,URBANA,444,443,URBANA,B1,NO,"TROJES DE LA HUASTECA, FRENTE AL NÚMERO 138,
FRACCIONAMIENTO SAN SALVADOR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78398, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0007,JARDÍN SAN SALVADOR O PARQUE DE A PESITO,ENTRE LA CALLE TROJES DE LA LOMA Y LA CALLE TROJES DE LA PRADERA,OFICINA PÚBLICA,78398,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1811,URBANA,443,443,URBANA,C1,NO,"TROJES DE LA HUASTECA, FRENTE AL NÚMERO 138,
FRACCIONAMIENTO SAN SALVADOR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78398, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0007,JARDÍN SAN SALVADOR O PARQUE DE A PESITO,ENTRE LA CALLE TROJES DE LA LOMA Y LA CALLE TROJES DE LA PRADERA,OFICINA PÚBLICA,78398,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1812,URBANA,522,522,URBANA,B1,NO,"CALLE TROJES DEL PEREGRINO, SIN NÚMERO,
FRACCIONAMIENTO LAURELES DEL SUR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78398, SAN LUIS POTOSÍ, SAN
LUIS POTOSÍ",1) SAN LUIS POTOSI 0006,SALÓN DE USOS MÚLTIPLES DEL CENTRO DEPORTIVO LAURELES DEL SUR,ENTRE LAS CALLES TROJES DEL HORIZONTE Y TROJES DE LA COLINA,OFICINA PÚBLICA,78398,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1812,URBANA,522,521,URBANA,C1,NO,"CALLE TROJES DEL PEREGRINO, SIN NÚMERO,
FRACCIONAMIENTO LAURELES DEL SUR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78398, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0006,SALÓN DE USOS MÚLTIPLES DEL CENTRO DEPORTIVO LAURELES DEL SUR,ENTRE LAS CALLES TROJES DEL HORIZONTE Y TROJES DE LA COLINA,OFICINA PÚBLICA,78398,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1813,URBANA,558,557,URBANA,B1,NO,"CALLE TROJES DEL CAMPESTRE, NÚMERO 130, COLONIA SAN SALVADOR, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0001,ESTACIONAMIENTO PARTICULAR,ENTRE LA CALLE TROJES DEL DESIERTO Y LA CALLE PRECURSORES DE LA REVOLUCIÓN,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1813,URBANA,557,556,URBANA,C1,NO,"CALLE PRECURSORES DE LA REVOLUCIÓN, NÚMERO 721, COLONIA TROJES DEL SUR, SAN LUIS POTOSÍ, CÓDIGO POSTAL, 78390, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0001,ESTACIONAMIENTO PARTICULAR,ESQUINA CON CALLE TROJES DEL CAMPESTRE,PARTICUL AR,78390,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1814,URBANA,514,512,URBANA,B1,NO,"CALLE TROJES DE LA LOMA, NÚMERO 225,
FRACCIONAMIENTO MISIÓN DE LORETO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0007,ESTACIONAMIENTO PARTICULAR,ENTRE AVENIDA OBSERVATORIO ORIENTE Y CALLE TROJES DEL OBSERVATORIO,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1814,URBANA,513,512,URBANA,C1,NO,"CALLE TROJES DE LA LOMA, NÚMERO 237, COLONIA MISIÓN DE LORETO, SAN LUIS POTOSÍ, CÓDIGO POSTAL 78399, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",1) SAN LUIS POTOSI 0007,ESTACIONAMIENTO PARTICULAR,ENTRE AVENIDA OBSERVATORIO ORIENTE Y CALLE TROJES DEL OBSERVATORIO,PARTICUL AR,78399,6,8,28
SAN LUIS POTOSI,SAN LUIS POTOSI,SAN LUIS POTOSI,1820,NO URBANA,384,384,NO URBANA,B1,NO,"CALLE NUEVO LAREDO, NÚMERO 1000, LOS GÓMEZ, CÓDIGO POSTAL 78439, SAN LUIS POTOSÍ, SAN LUIS POTOSÍ",38) LOS GOMEZ 0006,TELESECUNDARIA RICARDO FLORES MAGÓN,"A 300 METROS DE LA CARRETERA SAN LUIS POTOSÍ RÍO VERDE, ESQUINA PRIVADA MONSIVÁIS",ESCUELA,78439,6,8,28
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,34,NO URBANA,585,585,NO URBANA,B1,NO,"CAMINO A TANCUIME, SIN NÚMERO, TANCUIME, CÓDIGO POSTAL 79760, AQUISMÓN, SAN LUIS POTOSÍ",110) TANCUIME,ESCUELA PRIMARIA RURAL JAIME NUNÓ,"ENTRE EMILIANO ZAPATA Y SIN NOMBRE, A UN COSTADO DE LA GALERA DE LA COMUNIDAD",ESCUELA,79760,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,34,NO URBANA,585,585,NO URBANA,C1,NO,"CAMINO A TANCUIME, SIN NÚMERO, TANCUIME, CÓDIGO POSTAL 79760, AQUISMÓN, SAN LUIS POTOSÍ",110) TANCUIME,ESCUELA PRIMARIA RURAL JAIME NUNÓ,"ENTRE EMILIANO ZAPATA Y SIN NOMBRE, A UN COSTADO DE LA GALERA DE LA COMUNIDAD",ESCUELA,79760,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,34,NO URBANA,584,584,NO URBANA,C2,NO,"CAMINO A TANCUIME, SIN NÚMERO, TANCUIME, CÓDIGO POSTAL 79760, AQUISMÓN, SAN LUIS POTOSÍ",110) TANCUIME,ESCUELA PRIMARIA RURAL JAIME NUNÓ,"ENTRE EMILIANO ZAPATA Y SIN NOMBRE, A UN COSTADO DE LA GALERA DE LA COMUNIDAD",ESCUELA,79760,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,34,NO URBANA,584,584,NO URBANA,C3,NO,"CAMINO A TANCUIME, SIN NÚMERO, TANCUIME, CÓDIGO POSTAL 79760, AQUISMÓN, SAN LUIS POTOSÍ",110) TANCUIME,ESCUELA PRIMARIA RURAL JAIME NUNÓ,"ENTRE EMILIANO ZAPATA Y SIN NOMBRE, A UN COSTADO DE LA GALERA DE LA COMUNIDAD",ESCUELA,79760,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,35,NO URBANA,422,421,NO URBANA,B1,NO,"CALLE BENITO JUÁREZ ESQUINA CON MANUEL JOSÉ
OTHÓN, SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 79760, AQUISMÓN, SAN LUIS POTOSÍ",1) AQUISMON 0018,TEATRO DEL PUEBLO PLAZA PRINCIPAL,"A UN COSTADO DE LA OFICINA DEL
DESARROLLO INTEGRAL DE LA FAMILIA",LUGAR PÚBLICO,79760,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,35,NO URBANA,421,420,NO URBANA,C1,NO,"CALLE BENITO JUÁREZ ESQUINA CON MANUEL JOSÉ OTHÓN, SIN NÚMERO, ZONA CENTRO, CÓDIGO POSTAL 79760, AQUISMÓN, SAN LUIS POTOSÍ",1) AQUISMON 0018,TEATRO DEL PUEBLO PLAZA PRINCIPAL,A UN COSTADO DE LA OFICINA DEL DESARROLLO INTEGRAL DE LA FAMILIA,LUGAR PÚBLICO,79760,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,36,NO URBANA,435,435,NO URBANA,B1,NO,"AVENIDA GALEANA, SIN NÚMERO, EL SAUZ, CÓDIGO POSTAL 79770, AQUISMÓN, SAN LUIS POTOSÍ",95) EL SAUZ 0019,GALERA COMUNAL,FRENTE A DICONSA,LUGAR PÚBLICO,79770,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,36,NO URBANA,435,435,NO URBANA,C1,NO,"AVENIDA GALEANA, SIN NÚMERO, EL SAUZ, CÓDIGO POSTAL 79770, AQUISMÓN, SAN LUIS POTOSÍ",95) EL SAUZ 0019,GALERA COMUNAL,FRENTE A DICONSA,LUGAR PÚBLICO,79770,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,36,NO URBANA,505,505,NO URBANA,E1,NO,"CAMINO A LOS OTATES, SIN NÚMERO, LOS OTATES, CÓDIGO POSTAL 79777, AQUISMÓN, SAN LUIS POTOSÍ",58) LOS OTATES,ESCUELA PRIMARIA RURAL BENITO JUÁREZ,"FRENTE A LA GALERA EJIDAL, ANTES DE LLEGAR A LA PLAZA",ESCUELA,79777,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,37,NO URBANA,536,536,NO URBANA,B1,NO,"CAMINO A LOS REMEDIOS, SIN NÚMERO, LOS REMEDIOS,CÓDIGO POSTAL 79777, AQUISMÓN, SAN LUIS POTOSÍ",74) LOS REMEDIOS,ESCUELA PRIMARIA RURAL BILINGÜE EMILIANO ZAPATA,A ORILLA DE LA CALLE PRINCIPAL,ESCUELA,79777,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,38,NO URBANA,444,443,NO URBANA,B1,NO,"CAMINO A EL JABALÍ, SIN NÚMERO, EL JABALÍ, CÓDIGO POSTAL 79769, AQUISMÓN, SAN LUIS POTOSÍ",32) EL JABALI,ESCUELA PRIMARIA RURAL ESFUERZO CAMPESINO,A UN LADO DE LA IGLESIA LUZ DEL MUNDO,ESCUELA,79769,7,14,3
TAMAZUNCHALE,TANCANHUITZ DE SANTOS,AQUISMON,38,NO URBANA,443,443,NO URBANA,C1,NO,"CAMINO A EL JABALÍ, SIN NÚMERO, EL JABALÍ, CÓDIGO POSTAL 79769, AQUISMÓN, SAN LUIS POTOSÍ",32) EL JABALI,ESCUELA PRIMARIA RURAL ESFUERZO CAMPESINO,A UN LADO DE LA IGLESIA LUZ DEL MUNDO,ESCUELA,79769,7,14,3
